Date,Time,"Core Clocks (avg) [MHz]","Zen5 Core 0 Clock (perf #2) [MHz]","Zen5 Core 1 Clock (perf #3) [MHz]","Zen5 Core 2 Clock (perf #1) [MHz]","Zen5 Core 3 Clock (perf #1) [MHz]","Zen5c Core 4 Clock (perf #4) [MHz]","Zen5c Core 5 Clock (perf #4) [MHz]","Zen5c Core 6 Clock (perf #4) [MHz]","Zen5c Core 7 Clock (perf #4) [MHz]","Zen5c Core 8 Clock (perf #4) [MHz]","Zen5c Core 9 Clock (perf #4) [MHz]","Core Usage (avg) [%]","Zen5 Core 0 T0 Usage [%]","Zen5 Core 0 T1 Usage [%]","Zen5 Core 1 T0 Usage [%]","Zen5 Core 1 T1 Usage [%]","Zen5 Core 2 T0 Usage [%]","Zen5 Core 2 T1 Usage [%]","Zen5 Core 3 T0 Usage [%]","Zen5 Core 3 T1 Usage [%]","Zen5c Core 4 T0 Usage [%]","Zen5c Core 4 T1 Usage [%]","Zen5c Core 5 T0 Usage [%]","Zen5c Core 5 T1 Usage [%]","Zen5c Core 6 T0 Usage [%]","Zen5c Core 6 T1 Usage [%]","Zen5c Core 7 T0 Usage [%]","Zen5c Core 7 T1 Usage [%]","Zen5c Core 8 T0 Usage [%]","Zen5c Core 8 T1 Usage [%]","Zen5c Core 9 T0 Usage [%]","Zen5c Core 9 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core Utility (avg) [%]","Package C6 Residency [%]","Core C0 Residency (avg) [%]","Core C1 Residency (avg) [%]","Core C6 Residency (avg) [%]","CPU (Tctl/Tdie) [°C]","CPU Core [°C]","CPU SOC [°C]","CPU Package Power [W]","Core Powers (avg) [W]","Core 0 Power [W]","Core 1 Power [W]","Core 2 Power [W]","Core 3 Power [W]","Core 4 Power [W]","Core 5 Power [W]","Core 6 Power [W]","Core 7 Power [W]","Core 8 Power [W]","Core 9 Power [W]","DRAM Read Bandwidth [GB/s]","DRAM Write Bandwidth [GB/s]","Average Active Core Count []","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU ASIC Power [W]","GPU Clock [MHz]","GPU Clock (Effective) [MHz]","GPU Memory Clock [MHz]","GPU SoC Clock [MHz]","GPU VCN Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Computing (Compute 0) Usage [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","Framerate [FPS]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Charge Rate [W]","Wear Level [%]","Estimated Remaining Time [mins]","Current DL rate [KB/s]","Current UP rate [KB/s]","Current DL rate [KB/s]","Current UP rate [KB/s]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]",
25.6.2025,23:57:3.046,2831.9,4741.4,1580.5,4741.4,4741.4,3104.4,3104.4,1576.5,1576.5,1576.5,1576.5,6.9,4.3,8.1,2.8,8.0,10.7,11.3,8.9,15.3,9.2,3.7,8.1,7.2,8.7,5.4,4.2,7.2,1.6,1.6,8.8,3.4,15.3,6.9,11.7,9.4,12.9,17.6,69.6,58.6,55.2,54.5,10.325,0.454,0.435,0.366,1.038,1.122,0.249,0.333,0.306,0.311,0.061,0.320,2.682,0.913,1.4,0.0,0.7,0.7,0.000,1.248,50199,160429,52.0,0.691,9.000,857.0,102.8,804.0,630.0,800.0,2.0,0.9,0.0,0.0,302,1760,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.2,0.1,0,0,
25.6.2025,23:57:5.048,2679.2,1580.5,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.0,3.3,7.2,2.1,8.8,9.6,12.5,7.8,14.0,7.5,3.1,5.5,2.4,3.4,1.5,1.8,1.4,3.6,2.1,2.0,1.5,14.0,5.0,8.1,17.8,10.5,14.6,75.0,56.8,54.5,54.0,8.341,0.308,0.345,0.347,0.984,0.876,0.158,0.086,0.095,0.049,0.079,0.058,1.905,0.252,1.1,0.3,2.0,2.3,0.165,5.203,50199,160439,51.9,0.617,7.000,815.0,89.2,771.0,622.0,800.0,1.0,0.8,0.0,0.0,298,1712,16.0,26483,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.1,0.0,0,0,
25.6.2025,23:57:7.039,2710.2,1996.4,1580.5,4741.4,4741.4,3104.4,3104.4,1576.5,3104.4,1576.5,1576.5,5.7,4.1,7.7,1.8,8.1,10.9,12.8,8.4,16.5,8.2,2.3,6.1,3.1,4.6,2.9,2.3,1.9,5.3,3.2,2.6,2.2,16.5,5.7,8.5,14.7,10.6,14.9,74.6,56.1,54.6,53.9,8.635,0.328,0.362,0.294,1.002,1.018,0.133,0.086,0.090,0.077,0.141,0.074,1.941,0.275,1.2,0.2,0.3,0.5,0.097,0.261,50199,160440,51.7,0.592,8.000,874.0,82.5,796.0,625.0,800.0,2.0,0.9,0.0,0.0,298,1712,16.0,26483,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
25.6.2025,23:57:9.037,2531.1,1580.5,4741.4,4741.4,4741.4,1592.1,1592.1,1592.1,1576.5,1576.5,1576.5,5.8,5.4,9.0,3.3,8.6,11.1,13.9,9.3,18.9,7.2,1.7,5.4,2.3,2.6,2.1,4.1,2.6,3.2,1.7,2.6,1.7,18.9,5.8,9.5,12.3,11.7,17.5,70.9,56.6,55.3,54.2,9.410,0.385,0.505,0.358,1.126,1.234,0.169,0.092,0.058,0.129,0.090,0.087,2.151,0.307,1.3,0.0,0.4,0.5,0.016,0.114,50199,160440,51.7,0.652,9.000,856.0,89.2,818.0,636.0,800.0,2.0,1.0,0.0,0.0,298,1712,16.0,26483,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.8,2.2,0,0,
25.6.2025,23:57:11.047,2026.8,1996.4,1996.4,1996.4,4741.4,1592.1,1592.1,1592.1,1592.1,1592.1,1576.5,5.1,5.8,5.1,1.9,7.6,8.5,9.7,5.1,10.6,8.2,2.7,7.3,3.7,3.9,3.7,3.1,2.9,2.7,3.9,2.4,2.4,10.6,5.1,8.0,20.4,9.4,9.8,80.9,56.0,53.4,53.3,7.477,0.256,0.291,0.304,0.701,0.566,0.163,0.136,0.121,0.079,0.100,0.096,1.624,0.277,1.1,0.3,0.5,0.7,0.174,0.388,50199,160441,51.7,0.627,8.000,838.0,97.3,778.0,622.0,800.0,2.0,0.7,0.0,0.0,302,1732,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,1.4,1.6,0,0,
25.6.2025,23:57:13.040,2679.2,1580.5,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,6.5,7.1,8.4,3.6,11.4,10.3,15.2,9.9,15.5,7.9,2.3,6.9,2.5,4.7,3.7,2.5,3.3,3.6,2.4,5.3,4.0,15.5,6.5,10.5,14.9,12.2,15.1,72.7,56.2,54.7,53.9,9.258,0.391,0.512,0.466,1.113,1.013,0.157,0.120,0.150,0.116,0.105,0.160,2.380,0.334,1.4,0.1,0.6,0.6,0.079,0.116,50200,160441,51.5,0.373,9.000,847.0,64.7,808.0,638.0,800.0,2.0,0.9,0.0,0.0,301,1728,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.8,1.1,0,0,
25.6.2025,23:57:15.041,2679.2,1580.5,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,7.0,4.8,7.7,4.2,8.8,10.6,14.7,9.7,17.1,9.8,4.8,7.4,4.6,4.2,2.7,4.8,4.0,4.6,4.5,6.3,5.6,17.1,7.0,11.7,8.9,12.5,20.2,67.4,56.6,55.1,54.1,9.999,0.447,0.506,0.453,1.204,1.129,0.289,0.176,0.120,0.180,0.157,0.260,2.367,0.333,1.4,0.3,0.3,0.6,0.057,0.225,50200,160441,51.5,0.613,10.000,923.0,83.8,825.0,639.0,800.0,3.0,1.2,0.0,0.0,300,1648,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.2,0.3,0,0,
25.6.2025,23:57:17.042,2363.1,1580.5,1580.5,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.5,4.6,8.7,2.4,8.0,10.4,14.0,7.7,16.7,7.5,2.5,6.0,2.1,3.3,2.1,3.9,2.8,2.2,1.7,2.4,1.7,16.7,5.5,8.8,13.9,11.1,17.1,71.9,56.0,54.7,53.9,9.016,0.358,0.441,0.317,1.123,1.080,0.199,0.102,0.067,0.132,0.051,0.069,1.992,0.260,1.2,0.0,0.3,0.3,0.008,0.050,50200,160442,51.7,0.628,8.000,874.0,106.2,806.0,629.0,800.0,2.0,1.0,0.0,0.0,300,1640,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.1,0.3,0,0,
25.6.2025,23:57:19.039,3443.1,1580.5,4741.4,4741.4,4741.4,3104.4,3104.4,3104.4,3104.4,3104.4,3104.4,5.7,4.5,7.5,2.3,8.0,12.1,13.0,10.0,18.3,7.7,2.6,7.6,2.4,2.6,1.8,2.4,1.9,2.2,1.7,2.7,1.9,18.3,5.7,9.0,11.4,11.3,17.0,71.8,56.1,54.7,53.8,9.067,0.363,0.416,0.286,1.159,1.173,0.203,0.134,0.050,0.064,0.059,0.089,2.049,0.270,1.2,0.0,0.2,0.2,0.000,0.018,50200,160442,51.7,0.658,9.000,863.0,96.1,824.0,639.0,800.0,2.0,1.0,0.0,0.0,300,1640,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,4.1,5.0,0,0,
25.6.2025,23:57:21.051,2873.5,1996.4,4741.4,4741.4,4741.4,3104.4,3104.4,1576.5,1576.5,1576.5,1576.5,5.3,7.4,4.4,7.5,4.2,18.5,6.7,14.1,7.8,8.5,1.3,6.8,2.1,2.4,1.4,3.0,1.6,1.9,1.4,3.3,2.2,18.5,5.3,8.9,10.3,11.1,18.2,70.7,55.9,54.6,54.0,9.090,0.357,0.433,0.391,1.202,0.876,0.221,0.143,0.049,0.094,0.043,0.121,1.983,0.261,1.2,0.0,0.3,0.3,0.000,0.008,50200,160442,51.6,0.631,9.000,863.0,87.6,816.0,634.0,800.0,2.0,1.1,0.0,0.0,300,1640,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,1.0,1.4,0,0,
25.6.2025,23:57:23.046,2515.8,1580.5,1580.5,4741.4,4741.4,3104.4,3104.4,1576.5,1576.5,1576.5,1576.5,7.1,12.3,5.9,9.9,4.2,22.3,7.9,18.4,9.8,8.5,2.7,7.6,4.5,3.8,3.0,3.9,2.3,4.8,3.4,4.1,2.4,22.3,7.1,11.9,9.9,13.6,18.9,67.6,57.0,55.9,54.5,10.422,0.482,0.720,0.511,1.427,1.188,0.240,0.207,0.103,0.139,0.155,0.127,2.636,0.370,1.5,0.0,0.1,0.1,0.000,0.010,50200,160442,51.6,0.618,11.000,885.0,85.1,830.0,647.0,800.0,2.0,1.3,0.0,0.0,302,1662,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,1.3,1.5,0,0,
25.6.2025,23:57:25.051,2831.9,1580.5,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,3104.4,1576.5,5.4,6.7,4.0,7.5,4.4,16.6,7.3,13.5,7.3,10.2,1.9,6.2,2.8,2.7,1.7,4.1,1.7,3.2,2.2,2.8,2.1,16.6,5.4,7.7,17.9,10.1,13.5,76.6,55.8,53.9,53.6,7.993,0.283,0.304,0.311,1.006,0.740,0.166,0.085,0.034,0.069,0.059,0.056,1.699,0.230,1.1,0.0,0.7,0.7,0.000,0.016,50200,160442,51.6,0.675,7.000,837.0,104.2,753.0,617.0,800.0,1.0,0.8,0.0,0.0,300,1658,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,4.5,4.2,0,0,
25.6.2025,23:57:27.046,2527.9,1580.5,4741.4,4741.4,4741.4,1592.1,1576.5,1576.5,1576.5,1576.5,1576.5,5.3,7.1,5.3,7.5,3.5,17.3,8.3,12.3,10.1,7.2,0.7,6.4,3.3,3.1,1.5,1.9,0.9,2.7,2.0,2.8,1.3,17.3,5.3,8.5,15.8,10.8,14.6,74.6,55.5,54.4,53.7,8.618,0.326,0.378,0.310,1.182,0.856,0.104,0.133,0.053,0.072,0.079,0.096,1.983,0.261,1.2,0.0,0.3,0.3,0.000,0.020,50200,160442,51.5,0.603,8.000,890.0,80.8,792.0,626.0,800.0,2.0,0.9,0.0,0.0,300,1648,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.1,0.0,0,0,
25.6.2025,23:57:29.050,2531.1,1580.5,4741.4,4741.4,4741.4,1592.1,1592.1,1592.1,1576.5,1576.5,1576.5,5.4,6.3,5.0,7.7,3.0,20.8,6.9,12.4,9.7,6.7,1.7,5.7,2.2,2.7,1.0,2.6,1.9,1.5,1.1,4.8,4.7,20.8,5.4,9.5,12.0,11.4,17.2,71.5,56.2,55.0,54.0,9.348,0.384,0.427,0.376,1.368,0.998,0.158,0.105,0.067,0.077,0.053,0.211,2.283,0.301,1.3,0.1,0.2,0.3,0.032,0.083,50200,160442,51.5,0.624,9.000,868.0,91.9,816.0,639.0,800.0,2.0,1.0,0.0,0.0,300,1640,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.1,0.0,0,0,
25.6.2025,23:57:31.045,3453.6,4741.4,4741.4,4741.4,4741.4,1576.5,3104.4,1576.5,3104.4,3104.4,3104.4,6.4,8.9,5.5,7.4,4.9,18.7,8.3,13.8,9.6,8.7,2.2,7.4,5.9,3.6,2.4,3.7,3.2,3.0,2.4,3.2,4.4,18.7,6.4,9.4,12.3,11.3,17.3,71.4,56.5,54.9,54.1,9.190,0.376,0.458,0.361,1.242,0.951,0.174,0.203,0.056,0.126,0.059,0.131,2.139,0.306,1.2,0.0,0.0,0.0,0.000,0.000,50200,160442,51.5,0.667,9.000,868.0,94.1,802.0,647.0,800.0,2.0,1.0,0.0,0.0,302,1662,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,1.0,1.5,0,0,
25.6.2025,23:57:33.040,3148.0,4741.4,4741.4,4741.4,4741.4,3104.4,1576.5,3104.4,1576.5,1576.5,1576.5,4.8,5.6,4.4,7.0,4.1,15.7,8.0,11.7,9.8,8.3,0.6,5.3,3.4,2.4,0.6,2.2,0.8,1.7,1.8,1.7,1.6,15.7,4.8,7.9,16.0,10.3,14.7,75.0,55.8,54.2,53.8,8.225,0.294,0.326,0.336,1.001,0.765,0.173,0.128,0.037,0.074,0.043,0.055,1.869,0.289,1.1,0.8,2.7,3.5,0.316,1.216,50200,160444,51.5,0.610,7.000,861.0,91.4,781.0,621.0,800.0,2.0,1.0,0.0,0.0,301,1662,16.0,26486,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.8,1.1,0,0,
25.6.2025,23:57:35.039,1778.7,1996.4,1580.5,1580.5,1580.5,1592.1,1592.1,1592.1,1592.1,3104.4,1576.5,5.1,6.3,6.4,6.5,3.7,16.1,7.1,11.5,9.3,6.9,2.5,7.0,2.3,2.3,1.7,2.3,1.7,3.2,2.1,2.1,0.2,16.1,5.1,8.3,17.1,10.5,15.2,74.4,55.9,54.6,53.8,8.681,0.325,0.473,0.316,1.062,0.877,0.149,0.112,0.048,0.052,0.094,0.062,2.021,0.339,1.1,0.0,1.1,1.1,0.000,0.030,50200,160444,51.6,0.597,8.000,829.0,88.0,792.0,625.0,800.0,1.0,0.9,0.0,0.0,298,1648,16.0,26483,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,2.4,1.9,0,0,
25.6.2025,23:57:37.046,1582.8,1580.5,1580.5,1580.5,1580.5,1592.1,1592.1,1592.1,1576.5,1576.5,1576.5,6.5,8.3,5.5,8.2,4.4,21.4,8.3,11.9,12.6,8.7,1.6,6.9,2.6,5.5,1.6,4.5,1.6,3.1,3.4,4.3,5.2,21.4,6.5,10.6,14.7,12.2,16.1,71.8,56.4,55.3,54.2,9.673,0.417,0.560,0.370,1.354,0.995,0.174,0.137,0.132,0.139,0.122,0.185,2.498,0.413,1.4,0.2,0.1,0.4,0.048,0.089,50201,160444,51.5,0.605,9.000,885.0,85.3,813.0,633.0,800.0,2.0,1.0,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.7,0.4,0,0,
25.6.2025,23:57:39.048,2720.7,1996.4,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.5,4.6,7.0,3.9,7.3,10.0,15.9,9.6,14.0,8.8,1.3,6.8,2.6,2.7,1.7,2.9,2.6,1.7,2.5,2.6,2.0,15.9,5.5,8.2,17.0,10.7,14.2,75.2,56.0,54.6,53.8,8.582,0.314,0.310,0.320,1.189,0.860,0.132,0.101,0.037,0.088,0.046,0.059,2.035,0.319,1.2,0.2,1.2,1.5,0.046,0.020,50201,160444,51.6,0.617,8.000,866.0,94.6,806.0,634.0,800.0,2.0,0.9,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.2,0.1,0,0,
25.6.2025,23:57:41.048,3290.3,1580.5,4741.4,4741.4,4741.4,3104.4,3104.4,1576.5,3104.4,3104.4,3104.4,5.7,4.2,8.8,2.9,8.2,8.4,18.5,7.6,16.6,7.2,4.3,6.2,3.4,1.9,2.7,2.2,0.8,2.6,1.8,2.6,2.0,18.5,5.7,9.2,15.8,11.4,17.1,71.6,56.0,54.8,53.9,9.213,0.368,0.441,0.335,1.183,1.026,0.228,0.153,0.090,0.077,0.060,0.086,2.321,0.407,1.2,0.1,0.3,0.4,0.024,0.088,50201,160445,51.6,0.640,8.000,844.0,90.2,803.0,628.0,800.0,2.0,1.1,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.7,1.1,0,0,
25.6.2025,23:57:43.039,2873.5,1996.4,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,3104.4,1576.5,1576.5,6.1,5.1,8.8,3.0,9.8,9.9,18.1,8.0,14.3,8.3,2.7,7.8,3.5,4.7,1.3,3.5,2.6,2.3,1.9,3.2,2.2,18.1,6.1,10.0,11.0,12.0,18.6,69.5,56.4,55.3,54.3,9.860,0.413,0.554,0.442,1.287,0.984,0.230,0.156,0.095,0.150,0.094,0.141,2.487,0.446,1.3,0.1,0.4,0.5,0.065,0.213,50201,160445,51.6,0.612,9.000,888.0,85.9,820.0,639.0,800.0,2.0,1.2,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
25.6.2025,23:57:45.039,2679.2,1580.5,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.4,3.7,8.8,2.4,8.1,8.1,15.7,7.6,16.0,8.0,2.4,5.3,2.6,4.2,1.6,1.8,2.1,1.8,4.1,3.0,1.5,16.0,5.4,8.5,15.9,10.8,15.8,73.6,56.0,54.6,53.9,8.750,0.330,0.411,0.339,1.097,0.908,0.140,0.088,0.097,0.062,0.086,0.068,2.118,0.345,1.2,0.2,1.2,1.3,0.057,0.186,50201,160445,51.7,0.627,8.000,854.0,94.9,798.0,628.0,800.0,2.0,0.9,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.5,1.0,0,0,
25.6.2025,23:57:47.053,2404.6,1996.4,1580.5,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.1,4.4,6.8,2.4,7.8,7.4,17.3,6.9,15.3,7.1,2.4,5.8,2.1,3.5,3.5,1.6,1.3,1.4,1.5,2.0,1.3,17.3,5.1,8.6,15.8,11.0,14.6,74.5,55.9,54.6,53.9,8.697,0.325,0.361,0.319,1.158,0.874,0.124,0.103,0.136,0.062,0.043,0.071,1.997,0.304,1.2,0.1,0.6,0.7,0.024,0.095,50201,160446,51.6,0.643,8.000,845.0,89.8,785.0,626.0,800.0,2.0,0.9,0.0,0.0,300,1628,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.4,0.1,0,0,
25.6.2025,23:57:49.051,2720.7,1996.4,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,6.7,6.4,7.7,5.3,10.8,10.5,19.1,9.2,18.3,9.0,3.0,6.1,4.3,3.4,2.0,2.7,2.7,3.0,4.1,3.0,4.2,19.1,6.7,11.0,12.5,12.5,18.3,69.3,56.9,55.5,54.4,9.897,0.436,0.505,0.509,1.339,1.070,0.292,0.141,0.111,0.126,0.138,0.135,2.451,0.408,1.4,0.0,4.4,4.4,0.008,0.110,50201,160446,51.6,0.623,11.000,909.0,86.7,826.0,646.0,800.0,2.0,1.1,0.0,0.0,304,1656,16.0,26489,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.9,1.1,0,0,
25.6.2025,23:57:51.044,2720.7,1996.4,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,5.7,4.5,7.8,2.9,9.4,7.7,18.3,7.4,15.4,7.4,3.9,4.8,2.4,2.0,1.8,4.1,4.0,3.4,3.0,2.2,2.3,18.3,5.7,9.1,14.7,11.3,15.8,73.0,56.5,55.2,54.3,9.233,0.360,0.442,0.399,1.169,0.981,0.167,0.099,0.030,0.120,0.099,0.095,2.302,0.422,1.2,0.1,0.5,0.6,0.040,0.133,50201,160446,51.7,0.619,9.000,824.0,103.0,809.0,630.0,800.0,2.0,1.1,0.0,0.0,302,1672,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,1.6,2.9,0,0,
25.6.2025,23:57:53.037,2241.3,1996.4,4741.4,1580.5,1580.5,1576.5,1576.5,1576.5,3104.4,3104.4,1576.5,4.9,4.1,10.0,2.6,8.2,8.2,11.8,5.7,12.1,7.7,4.2,1.3,0.5,2.2,1.2,4.3,4.7,3.5,2.6,1.1,1.2,12.1,4.9,7.7,15.6,9.3,14.0,76.8,56.0,53.8,53.6,8.161,0.289,0.430,0.312,0.852,0.721,0.264,0.024,0.031,0.131,0.096,0.033,1.751,0.276,1.0,0.0,0.1,0.1,0.000,0.006,50201,160446,51.7,0.597,9.000,862.0,89.5,831.0,634.0,800.0,2.0,0.8,0.0,0.0,301,1656,16.0,26486,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.3,0.3,0,0,
25.6.2025,23:57:55.043,3148.0,4741.4,4741.4,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,3104.4,1576.5,5.5,3.9,8.1,2.7,9.1,6.6,21.0,5.9,18.2,8.5,6.2,1.0,0.4,1.4,0.8,3.4,4.3,3.9,2.6,0.8,0.6,21.0,5.5,9.2,12.4,11.2,17.6,71.3,56.2,55.1,54.1,9.228,0.378,0.450,0.387,1.308,0.990,0.282,0.027,0.030,0.130,0.145,0.033,2.190,0.403,1.2,0.3,0.7,1.0,0.008,0.073,50201,160446,51.6,0.373,9.000,868.0,63.3,820.0,634.0,800.0,2.0,1.1,0.0,0.0,300,1644,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.7,1.1,0,0,
25.6.2025,23:57:57.043,2872.1,1580.5,4741.4,4741.4,4741.4,3289.1,1584.6,3289.1,1584.6,1584.6,1584.6,11.0,4.5,8.5,3.2,7.8,11.1,19.7,6.8,15.5,29.3,27.5,2.6,1.6,2.0,1.5,11.8,20.6,17.5,25.2,1.6,2.4,29.3,11.0,18.5,5.7,15.6,18.5,65.9,62.6,56.3,54.9,13.710,0.723,0.455,0.330,1.598,0.954,1.552,0.080,0.055,0.887,1.258,0.056,3.851,1.026,1.9,0.0,0.2,0.2,0.000,0.008,50201,160446,51.6,0.661,14.000,840.0,91.9,910.0,675.0,800.0,2.0,0.9,0.0,0.0,300,1634,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.1,0.1,0,0,
25.6.2025,23:57:59.041,2679.2,4741.4,1580.5,4741.4,4741.4,3104.4,1576.5,1576.5,1576.5,1576.5,1576.5,7.0,6.7,6.0,7.5,4.3,14.9,12.1,13.6,11.2,11.8,9.4,1.2,0.7,1.4,0.9,11.6,7.1,10.8,7.8,0.7,0.9,14.9,7.0,12.2,8.2,12.7,19.1,68.3,60.0,55.9,54.8,10.669,0.488,0.517,0.397,1.241,1.133,0.541,0.053,0.040,0.468,0.466,0.029,2.907,1.041,1.4,0.2,0.5,0.7,0.057,1.202,50201,160449,51.9,0.607,10.000,874.0,94.8,836.0,644.0,800.0,2.0,1.1,0.0,0.0,300,1613,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
25.6.2025,23:58:1.049,2557.4,1996.4,1580.5,4741.4,4741.4,3104.4,1576.5,3104.4,1576.5,1576.5,1576.5,5.3,7.5,5.1,8.2,3.5,13.6,11.2,12.2,11.4,8.0,4.7,0.6,0.2,2.0,0.6,4.3,4.1,4.5,2.6,0.6,0.8,13.6,5.3,8.6,13.7,10.7,16.2,73.1,57.5,55.1,54.3,9.009,0.347,0.412,0.392,1.079,0.997,0.202,0.025,0.025,0.180,0.138,0.023,2.107,0.341,1.2,0.1,0.2,0.3,0.032,1.128,50201,160451,52.1,0.628,8.000,867.0,92.6,807.0,625.0,800.0,2.0,0.9,0.0,0.0,300,1613,16.0,26485,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
25.6.2025,23:58:3.039,2863.0,1996.4,1580.5,4741.4,4741.4,3104.4,1576.5,1576.5,3104.4,3104.4,3104.4,10.8,6.5,10.8,8.7,7.0,15.3,13.7,15.0,14.1,13.9,14.7,10.9,7.7,5.4,7.2,11.8,10.8,13.9,13.8,7.0,7.8,15.3,10.8,17.8,5.0,16.2,29.2,54.7,59.4,56.9,55.4,13.046,0.755,0.868,0.633,1.474,1.442,0.817,0.411,0.279,0.548,0.766,0.311,2.986,0.439,1.9,1.0,7.0,8.0,1.899,14.586,50205,160479,52.0,0.663,11.000,751.0,98.6,811.0,626.0,800.0,2.0,0.9,0.0,0.0,301,1633,16.0,26487,0.0,8.822,68.530,100.0,0.000,0.0,571.7,0.0,0.0,0.0,0.0,5.7,4.4,0,0,
